instelling.naam;objectnummer;object_categorie;objectnaam;titel;beschrijving;vervaardiger;vervaardiger.rol;vervaardiging.plaats;vervaardiging.datum.begin.prec;vervaardiging.datum.begin;vervaardiging.datum.eind.prec;vervaardiging.datum.eind;associatie.onderwerp;associatie.persoon;associatie.periode;inhoud.onderwerp;inhoud.persoon.naam
Het Huis van Alijn (Gent);FO-60-01211;"";digitale afbeelding;Studioportret van plechtige communicant, 1962;"";"";"";"";"";1962;"";"";communie;"";jaren 1960;communicant$studioportret;""
Het Huis van Alijn (Gent);FO-40-00613;"";digitale afbeelding;Huwelijk August en Adrienne, Zomergem, 1947;"";"";"";"";"";1947-07-23;"";"";huwelijk$Zomergem;"";jaren 1940;bruidspaar$studioportret$bruidsboeket$bloem (plant);""
Het Huis van Alijn (Gent);DIA-80-00262;"";digitale afbeelding;Plechtige communicant met familie, Mariakerke, 1980;"";"";"";"";"";1980;"";"";communie$Mariakerke (Gent);"";jaren 1980;communicant;""
Het Huis van Alijn (Gent);FO-50-01313;"";digitale afbeelding;Bruidspaar Ethel en Richard in kerkportaal, Gent, 1952;Het koppel huwde in de Sint-Jozefkerk in de Wondelgemstraat in Gent.;"";"";"";"";1952-04-17;"";"";huwelijk$kerk$Gent$Wondelgemstraat (Gent);"";jaren 1950;bruidspaar$bruidsboeket;""
Het Huis van Alijn (Gent);FO-20-00290;"";digitale afbeelding;Twee meisjes met kat, ca. 1924;"";"";"";"";ca.;1924;"";"";huisdier;"";jaren 1920;kat;""
Het Huis van Alijn (Gent);FO-60-00976;"";digitale afbeelding;Man en vrouw bij schietkraam, 1965;"";Van Besien;fotograaf;"";"";1965-04-10;"";"";kermis$schietkraam;"";jaren 1960;"";""
Het Huis van Alijn (Gent);FO-60-00978;"";digitale afbeelding;Twee vrouwen bij schietkraam, 1964;"";Van Besien;fotograaf;"";"";1964-03-08;"";"";kermis$schietkraam;"";jaren 1960;"";""
Het Huis van Alijn (Gent);FO-60-00979;"";digitale afbeelding;Twee vrouwen bij schietkraam, 1965;"";Van Besien;fotograaf;"";"";1965-04-03;"";"";kermis$schietkraam;"";jaren 1960;"";""
Het Huis van Alijn (Gent);FO-60-01246;"";digitale afbeelding;Stoet eerste communicanten, ca. 1959-1960;"";De Clercq, Paul;fotograaf;Gent;ca.;1959;ca.;1960;communie$optocht;"";jaren 1960;communicant;""
Het Huis van Alijn (Gent);DIA-60-00174;"";digitale afbeelding;Drie mannen en tien kinderen op vakantiedomein Hengelhoef, ca. 1966;"";"";"";"";ca.;1966;"";"";Limburg$toerisme$recreatiegebied$mode$vakantie;"";jaren 1960;badjas;""
Het Huis van Alijn (Gent);DIA-60-00180;"";digitale afbeelding;Vrouw helpt meisje om kaarsjes uit te blazen, 1963;"";"";"";"";"";1963;"";"";verjaardag$feest$voedsel;"";jaren 1960;taart$kaars;""
Het Huis van Alijn (Gent);DIA-60-00190;"";digitale afbeelding;Toeristen op strand, Belgische Kust, ca. 1963-1964;"";"";"";"";ca.;1963;ca.;1964;kusttoerisme$Belgische Kust$toerisme$mode$vakantie;"";jaren 1960;strand$strandstoel$kinderwagen;""
Het Huis van Alijn (Gent);DIA-70-00224;"";digitale afbeelding;Plechtige communicanten gaan kerk binnen, 1972;"";"";"";"";"";1972-04-23;"";"";communie$kerk;"";jaren 1970;communicant;""
Het Huis van Alijn (Gent);FO-30-00394;"";digitale afbeelding;Koppel bij auto, Wenduine, 1938;"";"";"";"";"";1938;"";"";vervoer$kusttoerisme$toerisme$vakantie$Wenduine;"";jaren 1930;auto$duin;""
Het Huis van Alijn (Gent);DIA-70-00232;"";digitale afbeelding;Feesttafel met foto's en kaartjes van plechtige communicant, 1972;"";"";"";"";"";1972-04-23;"";"";communie$feest;"";jaren 1970;kaars$foto;""
Het Huis van Alijn (Gent);FO-50-01084;"";digitale afbeelding;Meisje bij Ford, Wenduine, ca. 1951;"";"";"";"";ca.;1951;"";"";vervoer$toerisme$kusttoerisme$vakantie$Wenduine;"";jaren 1950;auto$Ford;""
Het Huis van Alijn (Gent);DIA-70-00236;"";digitale afbeelding;Plechtige communicant bij gekregen cadeaus, 1972;"";"";"";"";"";1972-04-23;"";"";communie$interieur$huiskamer;"";jaren 1970;schooltas$boek$geschenk$behang;""
Het Huis van Alijn (Gent);DIA-70-00238;"";digitale afbeelding;Meisje met familie bij verjaardagstaart;"";"";"";"";"";"";"";"";verjaardag$feest$voedsel$huiskamer$interieur;"";jaren 1970;taart$kaars$koffie$tafellaken;""
Het Huis van Alijn (Gent);FO-80-00277;"";digitale afbeelding;Klasfoto 5e middelbaar, Brugge, 1986-1987;De foto werd genomen in het Atheneum te Brugge.;"";"";"";"";1986;"";1987;onderwijs$mode$Brugge$school;"";jaren 1980;groepsportret;""
Het Huis van Alijn (Gent);FO-70-00977;"";digitale afbeelding;Familiebezoek bij pasgeborene, Gent, 1977;"";"";"";"";"";1977;"";"";geboorte$doopsel$Gent$kraamkliniek;"";jaren 1970;baby;""
Het Huis van Alijn (Gent);FO-80-00579;"";digitale afbeelding;Jongen blaast kaarsjes van verjaardagstaart uit, 1980;"";"";"";"";"";1980;"";"";verjaardag$feest$voedsel$huiskamer$interieur;"";jaren 1980;taart$kaars$servies$tafel$tafellaken$behang$bloem (plant);""
Het Huis van Alijn (Gent);DIA-90-00028;"";digitale afbeelding;Eerste communicant snijdt ijstaart aan, 1990;"";"";"";"";"";1990;"";"";communie$feest;"";jaren 1990;communicant$taart;""
Het Huis van Alijn (Gent);DIA-90-00037;"";digitale afbeelding;Kind met speelgoed en Barbie op tuintafel, 1990;"";"";"";"";"";1990;"";"";speelgoed;"";jaren 1990;barbiepop$tuin;""
Het Huis van Alijn (Gent);DIA-90-00040;"";digitale afbeelding;Drie kinderen poseren op houtblokken in bossen, 1990;"";"";"";"";"";1990;"";"";toerisme$mode$vakantie;"";jaren 1990;boom$bos;""
Het Huis van Alijn (Gent);DIA-80-00363;"";digitale afbeelding;Meisje met ouders bij eerste verjaardagstaart, 1984;"";"";"";"";"";1984-04-01;"";"";verjaardag$feest$voedsel;"";jaren 1980;taart$kaars$gezin$tafellaken;""
Het Huis van Alijn (Gent);FO-60-01095;"";digitale afbeelding;Man bij schietkraam, Zwijnaarde, ca. 1964;"";"";"";"";ca.;1964;"";"";kermis$schietkraam$Zwijnaarde;"";jaren 1960;"";""
Het Huis van Alijn (Gent);FO-30-00497;"";digitale afbeelding;Portret van drie vrouwen met hond;"";"";"";"";"";"";"";"";huisdier;"";jaren 1930;hond;""
Het Huis van Alijn (Gent);FO-20-00302;"";digitale afbeelding;Toeristen in autobus met opvouwbaar dak, Potsdam, ca. 1929;"";"";"";"";ca.;1929;"";"";toerisme$mode$Duitsland$vakantie;"";jaren 1920;bus (voertuig)$hoed;""
Het Huis van Alijn (Gent);FO-0004-0016;"";digitale afbeelding;Majorettes van Harmonie Sint-Cecilia, Bassevelde, 1972;"";"";"";"";"";1972;"";"";muziek$fanfare$optocht$Bassevelde;Koninklijke Harmonie Sint-Cecilia Bassevelde;jaren 1970;majorette;""
Het Huis van Alijn (Gent);FO-70-00420;"";digitale afbeelding;Jongetje op schoot van Sinterklaas, ca. 1977;"";"";"";"";ca.;1977;"";"";Sinterklaas;"";jaren 1970;Sinterklaas;""
Het Huis van Alijn (Gent);FO-70-00980;"";digitale afbeelding;Meisje bij Sinterklaas, Assenede, 1976;"";"";"";"";"";1976;"";"";Sinterklaas$Assenede$Zelzate;"";jaren 1970;Sinterklaas$Pinocchio;""
Het Huis van Alijn (Gent);FO-80-00623;"";digitale afbeelding;Kinderen met speelgoed bij Sinterklaas, Gent, 1981;De foto werd genomen op een personeelsfeest in de Sint-Jansvest, Gent.;"";"";"";"";1981;"";"";Sinterklaas$speelgoed$Gent$Sint-Jansvest (Gent);"";jaren 1980;Sinterklaas$bal;""
Het Huis van Alijn (Gent);FO-50-01799;"";digitale afbeelding;Bruidsparen en suite verlaten kerk, Zwevezele, 1956;Lea en haar zus Rita huwden op dezelfde dag in Zwevezele. Bruid Lea maakte haar trouwjurk en de kleren van de bruidskindjes zelf. De receptie vond plaats in de ouderlijke woning en werd opgeluisterd door een fanfare.;"";"";"";"";1956-05-05;"";"";huwelijk$kerk$Zwevezele;"";jaren 1950;bruidspaar$bruidsboeket;""
Het Huis van Alijn (Gent);FO-80-00632;"";digitale afbeelding;Meisje bij Sinterklaas, Gent, 1982;De foto werd genomen in de Innovation in de Veldstraat in Gent.;"";"";"";"";1982;"";"";Sinterklaas$Gent$Veldstraat (Gent);"";jaren 1980;Sinterklaas;""
Het Huis van Alijn (Gent);FO-30-00321;"";digitale afbeelding;Vrouw en kind op overzetboot, Antwerpen, ca. 1934;"";"";"";"";ca.;1934;"";"";toerisme$vakantie$vervoer$mode$Antwerpen;"";jaren 1930;boot$reddingsboei;""
Het Huis van Alijn (Gent);FO-00-00003;"";digitale afbeelding;Klasfoto 1e klas, Gent, 1907-1908;De foto werd genomen op school in de Geitenstraat te Gent.;"";"";"";"";1907;"";1908;onderwijs$Gent$school;"";jaren 1900;groepsportret;""
Het Huis van Alijn (Gent);FO-60-00755;"";digitale afbeelding;Lezende jongen in opblaasbare zetel, Frankrijk, 1965;De foto werd genomen op vakantie in Hossegor.;"";"";"";"";1965;"";"";toerisme$Frankrijk$vakantie;"";jaren 1960;boek;""
Het Huis van Alijn (Gent);FO-60-00456;"";digitale afbeelding;Portret van een primus, Gent, 1961;De jongen op de foto zat in het 6e leerjaar op de lagere school in de Martelaarslaan te Gent.;Van Den Abeele, Raf;fotograaf;"";"";1961;"";"";onderwijs$Gent$school;"";jaren 1960;primus$studioportret$bloem (plant)$boek;""
Het Huis van Alijn (Gent);FO-00-00012;"";digitale afbeelding;Portret van een primus, Gent, 1909;"";"";"";"";"";1909;"";"";onderwijs$Gent$school;"";jaren 1900;primus$bloem (plant)$geschenk;""
Het Huis van Alijn (Gent);FO-00-00007;"";digitale afbeelding;Portret van een primus, Gent, 1905;"";"";"";"";"";1905;"";"";onderwijs$Gent$school;"";jaren 1900;primus$studioportret$bloem (plant);""
Het Huis van Alijn (Gent);FO-70-01141;"";digitale afbeelding;Jongen bij Sinterklaas en Zwarte Piet, 1973;"";"";"";"";"";1973;"";"";Sinterklaas;"";jaren 1970;Sinterklaas;""
Het Huis van Alijn (Gent);FO-50-00646;"";digitale afbeelding;Schoolportret jongen op kameel, Gent, ca. 1958;De foto werd genomen op school in de Sint-Pietersaalststraat te Gent. De kameel draagt reclame van macaroni Soubry.;"";"";"";ca.;1958;"";"";onderwijs$reclame$Gent$school;Soubry;jaren 1950;kameel;""
Het Huis van Alijn (Gent);FO-80-00505;"";digitale afbeelding;Mand met doopsuikerdoosjes, 1987;"";"";"";"";"";1987-06;"";"";geboorte;"";jaren 1980;suikerbonen;""
Het Huis van Alijn (Gent);DIA-80-00384;"";digitale afbeelding;Drie mensen met kroontjes openen geschenken, 1986-1987;"";"";"";"";"";1986;"";1987;feest$nieuwjaarsdag$interieur$huiskamer;"";jaren 1980;kroon$geschenk$kalender;""
Het Huis van Alijn (Gent);FO-80-00502;"";digitale afbeelding;Jongetje met speelgoed in huiskamer, Gent, 1981;"";"";"";"";"";1981;"";"";speelgoed$Kerstmis$interieur$Gent;"";jaren 1980;pop$behang$sofa;""
Het Huis van Alijn (Gent);FO-20-00032;"";digitale afbeelding;Portret van een primus op de Muide, Gent;De primus poseert tussen bloemen, twee diploma's en geschenken: een naaimand, woordenboeken en andere boeken met versierde ruggen, reukwater en zeep, twee lederen handtassen, een polshorloge, een ring, een armband en andere juwelen, een juwelendoos, een vulpen, een bekertje in edelmetaal en een paraplu.;Desmet, S.;fotograaf;"";"";"";"";"";onderwijs$Gent$school;"";jaren 1920;primus$bloem (plant)$geschenk$studioportret;""
Het Huis van Alijn (Gent);FO-70-00886;"";digitale afbeelding;Verjaardagsfeest van kindje, Sinaai, 1979;"";"";"";"";"";1979;"";"";verjaardag$feest$voedsel$koffie$huiskamer$interieur$Sinaai;"";jaren 1970;taart$servies$behang$tafellaken;""
Het Huis van Alijn (Gent);FO-50-01430;"";digitale afbeelding;Huwelijk Hubert en Gody, Gent, 1954;"";"";"";"";"";1954;"";"";huwelijk$Gent;"";jaren 1950;bruidspaar$bruidsboeket;""
Het Huis van Alijn (Gent);FO-60-00089;"";digitale afbeelding;Huilende jongen bij de Sint;"";"";"";"";"";"";"";"";Sinterklaas;"";jaren 1960;Sinterklaas;""
Het Huis van Alijn (Gent);FO-50-01440;"";digitale afbeelding;Auto van melkhandelaar met bloemen voor Bloemencorso, Gent, 1953;"";"";"";"";"";1953;"";"";vervoer$bloemencorso$optocht$zuivel$voedsel$Gent;"";jaren 1950;auto$bloem (plant)$koe;""
Het Huis van Alijn (Gent);FO-60-00092;"";digitale afbeelding;Meisje bij Sinterklaas, Gent, 1965;"";"";"";"";"";1965;"";"";Sinterklaas$Gent;"";jaren 1960;Sinterklaas;""
Het Huis van Alijn (Gent);FO-50-01449;"";digitale afbeelding;Kinderen lopen mee in Sacramentsprocessie, Gent, 1951;"";"";"";"";"";1951;"";"";optocht$processie$Gent;"";jaren 1950;vaandel;""
Het Huis van Alijn (Gent);2007-034-136;"";digitale afbeelding;Acrobatenkoppel Josephina Hart en Alfons Van Passel, 1918;"";"";"";"";"";1918;"";"";circus$acrobaat;Van Passel (familie);jaren 1910;"";Van Passel, Alfons$Hart, Josephina
Het Huis van Alijn (Gent);2007-034-140;"";digitale afbeelding;Acrobatenkoppel Josephina Hart en Alfons Van Passel, 1918;"";"";"";"";"";1918;"";"";circus$acrobaat;Van Passel (familie);jaren 1910;"";Van Passel, Alfons$Hart, Josephina
Het Huis van Alijn (Gent);2007-008-068;"";digitale afbeelding;Trapezistenduo Emilianos bij Apollinaris Circus, 1956;"";"";"";"";"";1956;"";"";circus$acrobaat;Tondeurs (circus)$Emilianos;jaren 1950;trapezist$vaste trapeze;""
Het Huis van Alijn (Gent);2007-008-076;"";digitale afbeelding;Annie Tondeurs in het nummer La Dame Blanche, Oudenaarde, 1952;"";"";"";"";"";1952;"";"";circus$dresseur$Oudenaarde;Tondeurs (circus);jaren 1950;hogeschoolrijder$paard;Tondeurs, Annie
Het Huis van Alijn (Gent);FO-80-00534;"";digitale afbeelding;Kindje geeft kat te eten, 1989;"";"";"";"";"";1989;"";"";huisdier$dierenvoeding;"";jaren 1980;kat$bloem (plant);""
Het Huis van Alijn (Gent);FO-80-00535;"";digitale afbeelding;Kind bij cadeaus van Sinterklaas, 1989;"";"";"";"";"";1989;"";"";speelgoed$Sinterklaas$voedsel;"";jaren 1980;chocolade$schoen$blok (speelgoed)$geschenk;""
Het Huis van Alijn (Gent);FO-80-00536;"";digitale afbeelding;Meisje met stofzuiger, 1989;"";"";"";"";"";1989;"";"";huishouden$schoonmaak;"";jaren 1980;stofzuiger;""
Het Huis van Alijn (Gent);2007-034-173;"";digitale afbeelding;August Patatje van Circus Ronaldo, 1985;"";"";"";"";"";1985;"";"";circus$clown;Ronaldo (circus)$Van den Broeck (familie);jaren 1980;august;Van den Broeck, Daniël
Het Huis van Alijn (Gent);2007-034-176;"";digitale afbeelding;Jongleur Danny Ronaldo, Circus Ronaldo, 1992;"";"";"";"";"";1992;"";"";circus$acrobaat;Ronaldo (circus)$Van den Broeck (familie);jaren 1990;jongleur$circuspiste;Van den Broeck, Daniël
Het Huis van Alijn (Gent);FO-0007-0054;"";digitale afbeelding;Majorettes van Fantasiekorps Crescendo, Brasschaat, 1969;"";"";"";"";"";1969;"";"";muziek$fanfare$optocht$Brasschaat;Fantasiekorps Crescendo Brasschaat;jaren 1960;majorette;""
Het Huis van Alijn (Gent);2007-034-181;"";digitale afbeelding;Circus Charles Pauwels, Knokke, 2004;"";"";"";"";"";2004;"";"";circus$Knokke;Pauwels (familie);jaren 2000;circustent;""
Het Huis van Alijn (Gent);FO-80-00236;"";digitale afbeelding;Jarige in de McDonald's, Brugge, 1982;De jarige op de foto werd 11 jaar en gaf een verjaardagsfeestje in de McDonald's te Brugge.;"";"";"";"";1982-03-08;"";"";verjaardag$feest$voedsel$Brugge;"";jaren 1980;hamburger;""
Het Huis van Alijn (Gent);FO-80-00250;"";digitale afbeelding;Jarige met verjaardagstaart, Brugge, 1983;De jarige werd 12 jaar. De foto werd genomen tijdens een verjaardagsfeestje in de McDonald's in Brugge.;"";"";"";"";1983-03-08;"";"";verjaardag$feest$voedsel$Brugge;"";jaren 1980;taart$kaars;""
Het Huis van Alijn (Gent);FO-50-01162;"";digitale afbeelding;Twee vrouwen bij auto Ford Tudor, Bordeaux, 1951;"";"";"";"";"";1951;"";"";vervoer$toerisme$vakantie$Bordeaux$Frankrijk;"";jaren 1950;auto$Ford;""
Het Huis van Alijn (Gent);FO-50-01164;"";digitale afbeelding;Vrouw met kind op schoot in auto, 1953;"";"";"";"";"";1953;"";"";vervoer;"";jaren 1950;auto;""
Het Huis van Alijn (Gent);FO-80-00256;"";digitale afbeelding;Jongetje bij nieuwjaarswens, Brugge, 1983;De jongen poseert op tafel tussen de Smurfen. Deze foto werd gebruikt als kerst- en nieuwjaarskaart.;"";"";"";"";1983-12;"";"";nieuwjaarsdag$speelgoed$Brugge;"";jaren 1980;speelgoedfiguur;Smurfen
Het Huis van Alijn (Gent);FO-50-01055;"";digitale afbeelding;Man en twee vrouwen voor Opel, 1957;Het model van de auto is een Opel Olympia, gemaakt in 1951-1952.;"";"";"";"";1957-05;"";"";vervoer;"";jaren 1950;auto$Opel;""
Het Huis van Alijn (Gent);FO-40-00439;"";digitale afbeelding;Ford op oprit, 1949;"";"";"";"";"";1949;"";"";vervoer;"";jaren 1940;auto$Ford;""
Het Huis van Alijn (Gent);FO-40-00440;"";digitale afbeelding;Man bij Ford op oprit, 1949;"";"";"";"";"";1949;"";"";vervoer;"";jaren 1940;auto$Ford;""
Het Huis van Alijn (Gent);DIA-0001-0005;"";diapositief;Vrouw bij vliegtuig, 1973;De vrouw staat voor een vliegtuig van Sabena op een luchthaven. Ze is op weg of komt terug van een vakantie in Sorrento, Italië.;"";"";"";"";1973;1973;"";toerisme$vakantie$vervoer$luchthaven;Sabena;jaren 1970;vliegtuig;""
Het Huis van Alijn (Gent);FO-40-00444;"";digitale afbeelding;Man en vrouwen bij Willys-Overland, 1948;"";"";"";"";"";1948;"";"";vervoer;"";jaren 1940;auto$Willys-Overland;""
Het Huis van Alijn (Gent);FO-40-00441;"";digitale afbeelding;Drie mensen bij Willys-Overland, 1948;"";"";"";"";"";1948;"";"";vervoer;"";jaren 1940;auto$Willys-Overland;""
Het Huis van Alijn (Gent);FO-40-00445;"";digitale afbeelding;Familie bij Willys-Overland, 1949;"";"";"";"";"";1949;"";"";vervoer;"";jaren 1940;auto$Willys-Overland;""
Het Huis van Alijn (Gent);2012-048-174;"";postkaart;1er Avril;Tekst: Si tu veux savoir de qui vient ce poisson demain a midi il passera sous ton balcon.;"";"";"";"";1904;"";"";1 april;"";jaren 1900;vis$bloem (plant);""
Het Huis van Alijn (Gent);FO-40-00442;"";digitale afbeelding;Vrouw in Willys-Overland op erf, 1948;"";"";"";"";"";1948;"";"";vervoer;"";jaren 1940;auto$Willys-Overland;""
Het Huis van Alijn (Gent);FO-50-01172;"";digitale afbeelding;Vrouw bij Ford Tudor in bergachtig landschap, 1951;"";"";"";"";"";1951;"";"";vervoer$toerisme$vakantie;"";jaren 1950;auto$Ford$berglandschap;""
Het Huis van Alijn (Gent);FO-30-00416;"";digitale afbeelding;Vrouw leunt tegen auto, Lourdes, 1938;"";"";"";"";"";1938;"";"";vervoer$toerisme$bedevaart$vakantie$Lourdes;"";jaren 1930;auto;""
Het Huis van Alijn (Gent);FO-0021-0017;"";digitale afbeelding;Koninklijke Fanfare Sint-Cecilia op stap, Lichtervelde, 1983;De fanfare Sint-Ceclia op stap in de inhuldingsstoet voor burgemeester Gabriël Kindt, zelf lid van de fanfare. Centraal op de eerste rij herkennen we Arsène Vangierdegom.;"";"";"";"";1983-04-02;"";"";muziek$fanfare$optocht$Lichtervelde;Koninklijke Fanfare Sint-Cecilia De Zwaan Lichtervelde;jaren 1980;muzikant$muziekinstrument;""
Het Huis van Alijn (Gent);FO-60-01741;"";digitale afbeelding;Jonge vrouw aan gedekte tafel bij kerstboom, ca. 1968-1969;"";"";"";"";ca.;1968;ca.;1969;Kerstmis$interieur$huiskamer;"";jaren 1960;kerstboom$kerststal$fles;""
Het Huis van Alijn (Gent);FO-0023-0005;"";digitale afbeelding;Harmonie Sint-Cecilia tijdens begrafenisstoet, Waregem, 1960;Er wordt gespeeld op 'omfloerst slagwerk'. De trommels zijn afgedekt met zwarte textiel om met een gedempte toon een treurmars te brengen.;"";"";"";"";1960-06-15;"";"";muziek$fanfare$begrafenis$rouw$dood$optocht$Waregem;Koninklijke Harmonie Sint-Cecilia Waregem;jaren 1960;trom$muziekinstrument$muzikant$vlag$auto;""
Het Huis van Alijn (Gent);FO-40-00302;"";digitale afbeelding;Kinderen op kar van messenslijper, ca. 1947;"";"";"";"";ca.;1947;"";"";arbeid$vervoer;"";jaren 1940;paard$kar;""
Het Huis van Alijn (Gent);2007-169-018;"";postkaart;Joyeuses Pâques;"";"";"";"";"";1907;"";"";Pasen;"";jaren 1900;kind$ei$haas$bloem (plant)$kerk;""
Het Huis van Alijn (Gent);2012-048-050;"";postkaart;1er Avril;Tekst: Premier avril avec amour vous souhaite un très bon voyage. Avec, suivant le vieil adage le plus long possible retour.;"";"";"";"";1908;"";"";1 april;"";jaren 1900;vis$bloem (plant)$handtas;""
Het Huis van Alijn (Gent);2012-048-049;"";postkaart;1er Avril;Tekst: Le printemps nous revient, mais l'amour sans attendre, en nous l'a précédé plus fleuri et plus tendre.;"";"";"";"";"";"";"";1 april;"";jaren 1920;vrouw$engel$mand$bloem (plant);""
Het Huis van Alijn (Gent);2012-048-060;"";postkaart;1er Avril;Tekst: Tu souffres d'un défaut, celui qui te perdra. Si tu veux mon amour cesse alors d'être rat. Je te donne un conseil, viens le jour donne fête. Porte moi des cadeaux, tu feras ma conquête!;"";"";"";"";1920;"";"";1 april;"";jaren 1920;vrouw$rat;""
Het Huis van Alijn (Gent);2012-048-063;"";postkaart;1er Avril;Tekst: Devine qui l'envoie?;"";"";"";"";1905;"";"";1 april$geluk$geluksbrenger;"";jaren 1900;bloem (plant)$meiklokje$hoefijzer$vis;""
Het Huis van Alijn (Gent);2012-048-071;"";postkaart;Poisson d'avril;"";"";"";"";"";1909;"";"";1 april;"";jaren 1900;kind$vis;""
Het Huis van Alijn (Gent);1975-382-029;"";nieuwjaarskaart;Nieuwjaarskaart lantaarnaanstekers, Gent, 1885;Nieuwjaarskaart voor het jaar 1885, gericht aan de inwoners van de stad Gent, vanwege de lantaarnaanstekers.;De Laere, E.;drukker;Gent;"";1884;"";1885;nieuwjaarsdag$Gent$verlichting;"";19de eeuw;man$lantaarn$tram;""
Het Huis van Alijn (Gent);2012-048-122;"";postkaart;1er Avril;"";"";"";"";"";1927;"";"";1 april$huisdier;"";jaren 1920;kind$vis$hond;""
Het Huis van Alijn (Gent);2012-048-126;"";postkaart;1er Avril;Tekst: Poisson d'avril fleuri c'est le doux souvenir. Echangé quand on veut tendrement se chérir.;"";"";"";"";1910;"";"";1 april;"";jaren 1910;vis$bloem (plant);""
Het Huis van Alijn (Gent);2003-002-026;circusattributen;jongleerring;Jongleerringen van jongleursduo Dougall's;"";"";"";"";"";"";"";"";circus$jongleur;Chabre, Viviane$Dougall's;"";"";""
Het Huis van Alijn (Gent);2007-011-007;"";digitale afbeelding;Vier Saratos-acrobaten tijdens een openluchtoptreden in de Verenigde Staten;"";"";"";"";"";"";"";"";circus$acrobaat$Verenigde Staten van Amerika;Saratos (circus)$Vuylsteke de Laps (familie);"";equilibrist;""
